1: Symbol,2: Indicator,3: Last Refreshed,4: Interval,5.1: Fast Period,5.2: Slow Period,5.3: Signal Period,6: Series Type,7: Time Zone
AAPL,Moving Average Convergence/Divergence (MACD),2020-04-09,daily,12,26,9,open,US/Eastern
